SAMPLE	SPECIES_NAME_PRINT	FAMILY	TRIBE	SUPERTRIBE	GENUS	Type_status	loci_remaining
SRR17685563	Brassica oleracea var. gemmifera	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		533
SRR27078272	Brassica oleracea var. gemmifera	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1155
SRR17685559	Brassica oleracea var. gemmifera	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		400
SRR27078275	Brassica oleracea var. gemmifera	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1207
SRR6453783	Brassica oleracea var. gemmifera	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		112
SRR6453944	Brassica oleracea var. gemmifera	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		115
SRR27078277	Brassica oleracea var. gemmifera	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1211
SRR27078278	Brassica oleracea var. gemmifera	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1210
SRR27062645	Brassica oleracea var. gemmifera	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		
SRR6453582	Brassica oleracea var. gemmifera	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		110
SRR17685774	Brassica oleracea var. gongylodes	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1024
SRR27077983	Brassica oleracea var. gongylodes	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1177
SRR27078057	Brassica oleracea var. gongylodes	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		835
SRR27078148	Brassica oleracea var. gongylodes	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1190
SRR27078058	Brassica oleracea var. gongylodes	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		891
SRR27078142	Brassica oleracea var. gongylodes	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1190
SRR27077984	Brassica oleracea var. gongylodes	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1185
SRR27078145	Brassica oleracea var. gongylodes	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1184
SRR6454005	Brassica oleracea var. gongylodes	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		116
SRR6453703	Brassica oleracea var. gongylodes	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		114
SRR27078144	Brassica oleracea var. gongylodes	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1209
SRR27077985	Brassica oleracea var. gongylodes	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1203
SRR27078140	Brassica oleracea var. gongylodes	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1211
SRR27062646	Brassica oleracea var. gongylodes	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		
SRR27078166	Brassica oleracea var. italica	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1187
ERR13590175	Brassica oleracea var. italica	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		186
SRR25737645	Brassica oleracea var. italica	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1214
ERR13590171	Brassica oleracea var. italica	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		130
SRR24848823	Brassica oleracea var. italica	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1202
ERR13590173	Brassica oleracea var. italica	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		128
ERR13590170	Brassica oleracea var. italica	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1074
SRR24848820	Brassica oleracea var. italica	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1213
SRR24848822	Brassica oleracea var. italica	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1201
ERR13590176	Brassica oleracea var. italica	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		109
SRR24848821	Brassica oleracea var. italica	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1211
SRR27034699	Brassica oleracea var. italica	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		
SRR24208613	Brassica oleracea var. oleracea	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		982
SRR24208611	Brassica oleracea var. oleracea	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1016
SRR1212997	Brassica oleracea var. oleracea	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1057
SRR1212993	Brassica oleracea var. oleracea	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		183
SRR1212994	Brassica oleracea var. oleracea	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		191
SRR1212991	Brassica oleracea var. oleracea	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1128
SRR24208582	Brassica oleracea var. oleracea	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1170
SRR24208558	Brassica oleracea var. oleracea	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1146
SRR1212996	Brassica oleracea var. oleracea	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		179
SRR24208589	Brassica oleracea var. oleracea	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1177
SRR24208596	Brassica oleracea var. oleracea	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1181
SRR1213088	Brassica oleracea var. oleracea	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1184
SRR24208559	Brassica oleracea var. oleracea	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1168
SRR1212995	Brassica oleracea var. oleracea	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		169
SRR24208616	Brassica oleracea var. oleracea	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1213
SRR17685544	Brassica oleracea var. palmifolia	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		723
SRR17685532	Brassica oleracea var. palmifolia	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		611
SRR6453824	Brassica oleracea var. palmifolia	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		114
SRR27051484	Brassica oleracea var. palmifolia	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		
SRR27051481	Brassica oleracea var. ramosa	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		
SRR27078358	Brassica oleracea var. sabauda	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		735
SRR17685543	Brassica oleracea var. sabauda	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		765
SRR27078366	Brassica oleracea var. sabauda	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1142
SRR27078363	Brassica oleracea var. sabauda	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1129
SRR27078356	Brassica oleracea var. sabauda	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1104
SRR27078362	Brassica oleracea var. sabauda	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1130
SRR6453897	Brassica oleracea var. sabauda	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		115
SRR27078357	Brassica oleracea var. sabauda	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1123
SRR27078355	Brassica oleracea var. sabauda	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1154
SRR6453583	Brassica oleracea var. sabauda	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		114
SRR6453774	Brassica oleracea var. sabauda	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		112
SRR6453761	Brassica oleracea var. sabauda	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		110
SRR17685789	Brassica oleracea var. sabellica	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		780
SRR17685547	Brassica oleracea var. sabellica	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		990
SRR17685548	Brassica oleracea var. sabellica	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		761
SRR27034692	Brassica oleracea var. sabellica	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		
SRR27034693	Brassica oleracea var. sabellica	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		
SRR27034694	Brassica oleracea var. sabellica	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		
SRR27051483	Brassica oleracea var. sabellica	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		
SRR27078055	Brassica oleracea var. viridis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		666
SRR27078041	Brassica oleracea var. viridis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		444
SRR27078054	Brassica oleracea var. viridis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		860
SRR27078250	Brassica oleracea var. viridis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1151
SRR17685545	Brassica oleracea var. viridis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		964
SRR27078260	Brassica oleracea var. viridis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1165
SRR27078257	Brassica oleracea var. viridis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1181
SRR27078246	Brassica oleracea var. viridis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1184
SRR27078252	Brassica oleracea var. viridis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1194
SRR27078247	Brassica oleracea var. viridis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1193
SRR6453627	Brassica oleracea var. viridis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		117
SRR6453628	Brassica oleracea var. viridis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		115
SRR27078245	Brassica oleracea var. viridis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1177
SRR27051480	Brassica oleracea var. viridis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		
S0992	Brassica oxyrrhina	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1194
S3816	Brassica procumbens	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		139
S1207	Brassica procumbens	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1048
S0548	Brassica rapa	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1110
23Q08	Brassica rapa	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1131
23Q14	Brassica rapa	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1188
23Q16	Brassica rapa	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1184
23Q05	Brassica rapa	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1148
23Q20	Brassica rapa	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1188
SRR4028443	Brassica rapa	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		
SRR4028445	Brassica rapa	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		
SRR6453821	Brassica rapa Broccoletto Group	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		112
SRR6453706	Brassica rapa Broccoletto Group	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		116
SRR27390882	Brassica rapa subsp. chinensis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		670
SRR547995	Brassica rapa subsp. chinensis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1162
SRR16307040	Brassica rapa subsp. chinensis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1217
SRR22537432	Brassica rapa subsp. chinensis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1216
SRR19146504	Brassica rapa subsp. chinensis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1203
SRR19146503	Brassica rapa subsp. chinensis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1214
SRR19146505	Brassica rapa subsp. chinensis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1192
SRR22537431	Brassica rapa subsp. chinensis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1217
SRR22537435	Brassica rapa subsp. chinensis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1216
SRR27390885	Brassica rapa subsp. chinensis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1189
SRR27390886	Brassica rapa subsp. chinensis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1212
SRR6453988	Brassica rapa subsp. chinensis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		112
SRR6454158	Brassica rapa subsp. chinensis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		112
SRR6453991	Brassica rapa subsp. chinensis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		116
SRR6453574	Brassica rapa subsp. dichotoma	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		113
SRR6453575	Brassica rapa subsp. dichotoma	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		113
SRR6453747	Brassica rapa subsp. dichotoma	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		113
SRR6453785	Brassica rapa subsp. dichotoma	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		112
SRR6453868	Brassica rapa subsp. dichotoma	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		117
SRR6454159	Brassica rapa subsp. dichotoma	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		111
SRR6453835	Brassica rapa subsp. oleifera	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		119
SRR6453743	Brassica rapa subsp. oleifera	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		117
SRR6453750	Brassica rapa subsp. oleifera	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		112
SRR6454088	Brassica rapa subsp. oleifera	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		116
SRR6453749	Brassica rapa subsp. oleifera	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		111
SRR6453839	Brassica rapa subsp. oleifera	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		111
SRR6453832	Brassica rapa subsp. oleifera	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		122
ERR5554838	Brassica rapa subsp. oleifera	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		110
SRR2434924	Brassica rapa subsp. oleifera	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		
SRR6453744	Brassica rapa subsp. oleifera	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		113
SRR15174648	Brassica rapa subsp. pekinensis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1218
SRR18217923	Brassica rapa subsp. pekinensis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1208
SRR18240567	Brassica rapa subsp. pekinensis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1213
SRR22991939	Brassica rapa subsp. pekinensis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1217
SRR22991941	Brassica rapa subsp. pekinensis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1217
SRR8929820	Brassica rapa subsp. pekinensis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1215
SRR23820870	Brassica rapa subsp. pekinensis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1216
SRR22991940	Brassica rapa subsp. pekinensis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1215
SRR7704992	Brassica rapa subsp. pekinensis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		
SRR9095385	Brassica rapa subsp. pekinensis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		
SRR9095386	Brassica rapa subsp. pekinensis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		
SRR1777752	Brassica rapa subsp. rapa	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		985
SRR1779531	Brassica rapa subsp. rapa	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1095
SRR8929821	Brassica rapa subsp. rapa	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1200
SRR12990879	Brassica rapa subsp. rapa	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1217
SRR12990880	Brassica rapa subsp. rapa	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1217
SRR12990877	Brassica rapa subsp. rapa	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1215
SRR12990878	Brassica rapa subsp. rapa	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1215
SRR12990876	Brassica rapa subsp. rapa	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1206
SRR13375883	Brassica rapa subsp. rapa	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1216
SRR6453689	Brassica rapa subsp. rapa	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		110
ERR4765923	Brassica rapa subsp. trilocularis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		876
ERR4765924	Brassica rapa subsp. trilocularis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		896
ERR4765920	Brassica rapa subsp. trilocularis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		976
ERR4765918	Brassica rapa subsp. trilocularis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		958
ERR4765917	Brassica rapa subsp. trilocularis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		999
ERR4765921	Brassica rapa subsp. trilocularis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		858
SRR12738970	Brassica rapa subsp. trilocularis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1115
SRR12738967	Brassica rapa subsp. trilocularis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1133
SRR6453690	Brassica rapa subsp. trilocularis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		112
SRR6453684	Brassica rapa subsp. trilocularis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		111
SRR6453867	Brassica rapa subsp. trilocularis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		112
SRR6453865	Brassica rapa subsp. trilocularis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		112
SRR12738973	Brassica rapa subsp. trilocularis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		110
SRR6453693	Brassica rapa subsp. trilocularis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		110
SRR6453746	Brassica rapa var. parachinensis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		112
SRR6453745	Brassica rapa var. parachinensis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		110
SRR24863444	Brassica rapa var. purpuraria	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1139
SRR24863447	Brassica rapa var. purpuraria	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1176
SRR27709545	Brassica rapa var. purpuraria	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1158
SRR24863443	Brassica rapa var. purpuraria	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1141
S0867	Brassica repanda	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1208
23R11	Brassica repanda	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1135
SRR23263281	Brassica repanda	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		
S4519	Brassica repanda subsp. saxatilis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1080
SRR23282483	Brassica rupestris	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1162
SRR6453779	Brassica rupestris	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		116
SRR6453778	Brassica rupestris	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		114
SRR6453612	Brassica rupestris	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		112
SRR6453617	Brassica rupestris	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		112
SRR6453618	Brassica rupestris	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		112
S0914	Brassica rupestris	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1191
S1528	Brassica rupestris	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		
S3814	Brassica somalensis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1144
S0458	Brassica somalensis	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1156
S1516	Brassica spinescens	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1031
S1027	Brassica spinescens	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		
S2399	Brassica tinei	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		195
S0868	Brassica tournefortii	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1202
SRR23263282	Brassica tournefortii	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		
S3337	Brassica tyrrhena	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1174
SRR23282482	Brassica villosa	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1099
S1220	Brassica villosa	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1079
SRR6453599	Brassica villosa	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		142
SRR24208607	Brassica villosa	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		1213
SRR6453602	Brassica villosa	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		115
SRR6453822	Brassica villosa	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		115
SRR6453823	Brassica villosa	Brassicaceae	Brassiceae	Brassicodae (II)	Brassica		110
S0963	Braya alpina	Brassicaceae	Euclidieae	Hesperodae (III)	Braya		1141
ERR2990296	Braya alpina	Brassicaceae	Euclidieae	Hesperodae (III)	Braya		104
S4250	Braya fengii	Brassicaceae	Euclidieae	Hesperodae (III)	Braya		1037
S3818	Braya gamosepala	Brassicaceae	Euclidieae	Hesperodae (III)	Braya	Isotype	1137
S3898	Braya glabella	Brassicaceae	Euclidieae	Hesperodae (III)	Braya		1028
S1882	Braya humilis	Brassicaceae	Euclidieae	Hesperodae (III)	Braya		1146
ERR5847955	Braya humilis subsp. humilis	Brassicaceae	Euclidieae	Hesperodae (III)	Braya		111
S4359	Braya linearis	Brassicaceae	Euclidieae	Hesperodae (III)	Braya		1064
S4050	Braya linearis	Brassicaceae	Euclidieae	Hesperodae (III)	Braya		1137
ERR5529545	Braya linearis	Brassicaceae	Euclidieae	Hesperodae (III)	Braya		112
S2027	Braya linearis	Brassicaceae	Euclidieae	Hesperodae (III)	Braya		
S2753	Braya longii	Brassicaceae	Euclidieae	Hesperodae (III)	Braya		1162
S2719	Braya pamirica	Brassicaceae	Euclidieae	Hesperodae (III)	Braya		1167
S2423	Braya parvia	Brassicaceae	Euclidieae	Hesperodae (III)	Braya		1114
S3592	Braya parvia	Brassicaceae	Euclidieae	Hesperodae (III)	Braya		1168
S2417	Braya piasezkii	Brassicaceae	Euclidieae	Hesperodae (III)	Braya		1127
S3496	Braya pilosa	Brassicaceae	Euclidieae	Hesperodae (III)	Braya		949
S3900	Braya purpurascens	Brassicaceae	Euclidieae	Hesperodae (III)	Braya		451
